date,daily_rainfall_total,mean_temperature,maximum_temperature,minimum_temperature,mean_wind_speed,max_wind_speed,temperature_range
2011-07-23,0.0,28.3,32.4,24.3,5.8,25.6,8.099999999999998
2011-07-24,13.4,29.1,33.1,26.6,6.9,29.5,6.5
2011-07-25,0.0,27.5,30.8,22.6,6.7,40.0,8.2
2011-07-26,0.0,28.5,31.8,26.0,6.2,24.8,5.800000000000001
2011-07-27,6.8,28.1,32.0,22.7,6.6,49.7,9.3
2011-07-28,0.2,28.5,31.9,26.6,8.0,33.8,5.299999999999997
2011-07-29,0.0,29.0,32.1,26.9,7.4,35.3,5.200000000000003
2011-07-30,0.0,29.0,31.9,27.1,9.6,32.4,4.799999999999997
2011-07-31,0.0,28.8,31.4,27.1,9.7,33.8,4.299999999999997
2011-08-01,0.0,28.9,32.6,26.7,9.3,32.8,5.900000000000002
2011-08-02,0.0,29.2,32.8,26.8,7.0,27.7,5.9999999999999964
2011-08-03,9.6,28.1,31.6,24.1,6.9,48.2,7.5
2011-08-04,18.4,25.7,27.7,23.9,6.5,27.7,3.8000000000000007
2011-08-05,0.0,27.9,32.0,24.6,8.2,28.8,7.399999999999999
2011-08-06,0.0,28.8,33.8,26.7,7.9,31.7,7.099999999999998
2011-08-07,16.4,26.1,27.9,22.4,8.5,49.3,5.5
2011-08-08,0.0,28.4,32.4,24.9,5.4,28.8,7.5
2011-08-09,0.0,28.9,32.6,27.0,8.7,33.1,5.600000000000001
2011-08-10,0.0,28.6,33.5,26.7,7.3,29.5,6.800000000000001
2011-08-11,0.0,28.6,32.8,25.0,6.2,26.6,7.799999999999997
2011-08-12,0.0,28.8,33.8,26.6,10.6,44.6,7.199999999999996
2011-08-13,0.0,28.0,32.6,25.0,8.7,42.8,7.600000000000001
2011-08-14,38.6,27.5,32.7,23.3,6.3,42.1,9.400000000000002
2011-08-15,34.6,25.4,27.4,23.2,6.1,33.8,4.199999999999999
2011-08-16,0.0,27.5,33.0,23.8,7.3,34.9,9.2
2011-08-17,6.0,27.9,32.4,25.5,5.5,32.4,6.899999999999999
2011-08-18,0.0,28.0,33.4,24.5,6.9,33.5,8.899999999999999
2011-08-19,0.0,28.8,32.6,25.4,8.1,39.6,7.200000000000003
2011-08-20,2.0,27.3,31.0,25.1,8.7,32.4,5.899999999999999
2011-08-21,0.0,28.1,32.0,24.5,7.2,29.9,7.5
2011-08-22,0.0,28.4,32.4,26.8,6.7,40.0,5.599999999999998
2011-08-23,1.6,27.9,31.2,25.4,6.6,38.2,5.800000000000001
2011-08-24,0.0,29.0,33.0,26.1,7.0,28.1,6.899999999999999
2011-08-25,28.8,27.9,30.2,25.8,6.9,42.5,4.399999999999999
2011-08-26,0.8,25.9,28.1,23.6,6.1,33.1,4.5
2011-08-27,5.8,25.3,27.6,24.4,6.4,38.5,3.200000000000003
2011-08-28,0.0,27.9,31.5,25.3,6.4,26.3,6.199999999999999
2011-08-29,9.4,26.4,29.2,23.2,5.9,45.0,6.0
2011-08-30,0.0,27.1,30.9,25.1,6.9,38.5,5.799999999999997
2011-08-31,0.0,27.9,31.7,24.6,6.5,27.7,7.099999999999998
2011-09-01,0.0,28.9,32.4,25.9,8.0,36.0,6.5
2011-09-02,0.0,29.0,32.6,25.5,7.9,34.6,7.100000000000001
2011-09-03,5.2,28.0,31.3,25.0,5.7,29.5,6.300000000000001
2011-09-04,0.0,28.5,32.1,25.8,8.1,35.6,6.300000000000001
2011-09-05,0.0,28.7,31.9,26.2,6.4,36.0,5.699999999999999
2011-09-06,0.0,28.9,33.3,25.1,8.4,33.5,8.199999999999996
2011-09-07,0.0,28.5,32.6,26.0,6.6,29.9,6.600000000000001
2011-09-08,0.0,28.1,31.2,25.3,6.4,35.3,5.899999999999999
2011-09-09,0.0,28.8,31.3,27.2,9.1,31.3,4.100000000000001
2011-09-10,3.0,26.6,31.4,23.8,8.8,58.7,7.599999999999998
2011-09-11,0.4,27.1,30.3,23.5,6.5,36.4,6.800000000000001
2011-09-12,0.0,28.3,31.8,25.6,5.0,23.4,6.199999999999999
2011-09-13,4.2,28.5,33.0,25.6,10.8,39.6,7.399999999999999
2011-09-14,22.0,27.1,31.7,22.8,7.0,48.6,8.899999999999999
2011-09-15,0.0,27.4,31.5,24.6,6.1,23.8,6.899999999999999
2011-09-16,0.0,27.8,31.3,24.7,6.7,28.1,6.600000000000001
2011-09-17,6.2,26.9,30.9,25.0,4.4,33.1,5.899999999999999
2011-09-18,37.4,26.1,31.4,23.8,5.4,43.9,7.599999999999998
2011-09-19,3.8,26.5,30.1,24.2,6.5,27.0,5.900000000000002
2011-09-20,49.2,25.8,28.1,23.5,5.5,39.6,4.600000000000001
2011-09-21,10.4,26.6,31.1,24.2,6.0,33.1,6.900000000000002
2011-09-22,8.0,25.4,27.7,22.3,7.5,43.6,5.399999999999999
2011-09-23,0.0,28.4,33.0,24.8,6.1,25.2,8.2
2011-09-24,0.0,28.8,32.7,26.8,6.4,27.0,5.900000000000002
2011-09-25,42.6,28.9,33.4,25.1,5.3,24.5,8.299999999999997
2011-09-26,0.0,26.8,30.3,22.0,8.3,46.1,8.3
2011-09-27,5.8,27.9,31.3,25.3,6.8,62.6,6.0
2011-09-28,2.2,27.7,32.5,22.1,8.2,60.8,10.399999999999999
2011-09-29,7.8,28.8,32.4,23.9,6.6,38.2,8.5
2011-09-30,3.0,27.2,31.4,22.4,10.0,63.7,9.0
2011-10-01,24.8,27.8,31.3,24.1,4.5,25.2,7.199999999999999
2011-10-02,0.0,27.4,32.5,23.0,6.6,40.3,9.5
2011-10-03,46.4,29.1,33.2,25.4,5.1,22.0,7.800000000000004
2011-10-04,15.8,25.1,28.3,22.2,6.6,53.6,6.100000000000001
2011-10-05,0.0,26.9,30.6,24.1,6.4,39.6,6.5
2011-10-06,5.2,27.4,32.3,24.8,6.9,25.6,7.4999999999999964
2011-10-07,104.4,26.6,31.7,24.1,6.7,32.0,7.599999999999998
2011-10-08,23.6,26.6,29.9,24.5,6.1,37.8,5.399999999999999
2011-10-09,0.0,26.8,30.4,22.9,8.6,40.3,7.5
2011-10-10,2.0,27.6,31.4,24.5,6.0,29.2,6.899999999999999
2011-10-11,15.2,25.8,27.1,23.5,6.3,44.3,3.6000000000000014
2011-10-12,0.2,26.0,30.1,24.5,5.4,39.6,5.600000000000001
2011-10-13,0.0,28.1,32.8,24.4,6.4,23.4,8.399999999999999
2011-10-14,0.0,28.6,33.3,26.0,8.3,30.6,7.299999999999997
2011-10-15,0.0,28.9,32.8,25.7,9.6,36.0,7.099999999999998
2011-10-16,0.0,28.7,31.8,26.3,10.5,28.8,5.5
2011-10-17,1.0,28.3,31.5,26.7,10.6,33.1,4.800000000000001
2011-10-18,12.4,26.9,31.6,24.8,6.9,32.4,6.800000000000001
2011-10-19,11.0,26.1,31.6,23.9,5.5,39.2,7.700000000000003
2011-10-20,2.4,25.6,31.5,23.5,7.4,27.4,8.0
2011-10-21,30.2,26.0,30.5,23.5,6.0,25.9,7.0
2011-10-22,15.2,26.3,32.0,24.4,5.3,25.6,7.600000000000001
2011-10-23,1.6,27.2,29.9,24.8,8.4,29.2,5.099999999999998
2011-10-24,1.8,28.1,31.9,25.6,8.9,33.1,6.299999999999997
2011-10-25,8.2,27.2,31.8,25.0,5.2,31.3,6.800000000000001
2011-10-26,11.4,26.3,31.5,24.3,6.1,28.8,7.199999999999999
2011-10-27,30.6,25.6,31.3,24.0,5.4,21.6,7.300000000000001
2011-10-28,6.8,27.1,31.2,24.2,5.9,26.3,7.0
2011-10-29,7.2,27.3,30.6,23.8,8.2,33.1,6.800000000000001
2011-10-30,0.0,28.4,32.5,25.0,8.4,36.7,7.5
2011-10-31,78.2,26.2,30.6,23.4,5.9,39.2,7.200000000000003
2011-11-01,0.0,27.0,32.7,24.6,7.3,50.8,8.100000000000001
2011-11-02,3.8,26.4,29.9,24.3,6.8,44.6,5.599999999999998
2011-11-03,3.8,26.5,29.3,24.9,6.8,23.4,4.400000000000002
2011-11-04,0.6,25.8,27.6,23.6,8.5,37.1,4.0
2011-11-05,13.8,27.4,30.4,24.8,7.0,31.7,5.599999999999998
2011-11-06,0.2,27.1,29.6,24.2,6.3,27.0,5.400000000000002
2011-11-07,0.0,28.0,31.6,24.8,10.4,43.2,6.800000000000001
2011-11-08,2.8,27.2,28.8,25.6,7.9,32.4,3.1999999999999993
2011-11-09,0.2,27.8,31.1,25.3,9.0,39.6,5.800000000000001
2011-11-10,2.4,28.2,34.4,25.2,7.0,27.7,9.2
2011-11-11,5.4,27.3,32.3,25.3,7.4,29.5,6.9999999999999964
2011-11-12,12.8,25.5,30.8,23.1,6.7,33.8,7.699999999999999
2011-11-13,55.8,26.2,33.3,22.7,6.2,37.1,10.599999999999998
2011-11-14,10.0,26.2,32.8,23.8,7.2,38.2,8.999999999999996
2011-11-15,0.4,26.9,31.4,24.4,8.6,27.0,7.0
2011-11-16,1.0,26.8,31.9,24.6,6.5,28.4,7.299999999999997
2011-11-17,13.0,27.3,34.5,23.9,7.0,48.6,10.600000000000001
2011-11-18,1.2,26.1,30.1,24.2,5.4,24.8,5.900000000000002
2011-11-19,12.4,27.2,33.4,24.1,6.0,43.9,9.299999999999997
2011-11-20,11.0,26.4,31.3,23.7,7.5,31.3,7.600000000000001
2011-11-21,0.0,26.9,31.0,24.3,7.5,31.3,6.699999999999999
2011-11-22,0.0,27.3,30.8,24.9,8.7,33.5,5.900000000000002
2011-11-23,47.0,25.8,30.2,23.5,6.7,26.6,6.699999999999999
2011-11-24,6.2,26.4,31.2,24.3,8.3,32.8,6.899999999999999
2011-11-25,0.0,27.4,31.4,25.3,9.3,33.1,6.099999999999998
2011-11-26,9.4,26.8,30.6,25.4,7.4,33.8,5.200000000000003
2011-11-27,6.4,27.1,32.4,25.5,6.5,34.9,6.899999999999999
2011-11-28,17.2,26.6,32.9,24.8,5.4,34.6,8.099999999999998
2011-11-29,38.2,26.4,32.8,24.2,6.2,33.8,8.599999999999998
2011-11-30,13.6,26.9,31.5,25.0,7.8,39.2,6.5
2011-12-01,6.0,26.5,28.8,24.8,9.4,34.9,4.0
2011-12-02,6.2,25.4,26.6,23.7,6.4,25.6,2.900000000000002
2011-12-03,43.4,25.9,33.1,22.6,8.0,39.6,10.5
2011-12-04,20.8,26.2,32.2,24.0,5.9,32.4,8.200000000000003
2011-12-05,0.0,25.9,29.1,23.5,8.3,23.8,5.600000000000001
2011-12-06,4.6,27.7,33.6,24.4,6.9,23.8,9.200000000000003
2011-12-07,4.6,26.8,32.9,24.7,7.3,25.6,8.2
2011-12-08,21.0,26.7,32.3,23.8,8.0,38.5,8.499999999999996
2011-12-09,3.6,26.6,32.1,24.4,7.5,30.2,7.700000000000003
2011-12-10,0.2,27.2,30.4,24.9,10.8,36.4,5.5
2011-12-11,3.0,25.0,26.6,22.9,7.2,27.7,3.700000000000003
2011-12-12,10.6,25.5,29.5,23.4,7.4,24.1,6.100000000000001
2011-12-13,0.2,26.7,30.6,24.6,11.7,40.3,6.0
2011-12-14,3.4,27.1,31.2,24.9,7.5,41.0,6.300000000000001
2011-12-15,0.2,27.3,30.5,25.3,7.1,36.4,5.199999999999999
2011-12-16,18.0,26.8,30.9,24.9,7.9,36.0,6.0
2011-12-17,25.4,25.7,28.4,24.3,9.3,52.2,4.099999999999998
2011-12-18,45.8,25.3,28.3,24.1,8.0,47.9,4.199999999999999
2011-12-19,54.8,24.6,26.1,23.9,9.2,29.5,2.200000000000003
2011-12-20,5.2,25.7,27.7,24.1,8.6,34.2,3.599999999999998
2011-12-21,0.2,26.6,29.1,24.4,8.2,29.2,4.700000000000003
2011-12-22,1.4,25.2,26.5,24.4,6.9,27.4,2.1000000000000014
2011-12-23,47.2,25.3,28.0,24.2,7.3,35.6,3.8000000000000007
2011-12-24,12.0,25.6,27.4,24.8,8.4,42.1,2.599999999999998
2011-12-25,3.0,25.6,27.7,24.0,13.1,45.4,3.6999999999999993
2011-12-26,0.0,26.4,28.7,25.1,14.6,41.8,3.599999999999998
2011-12-27,4.8,26.5,30.5,25.0,11.8,40.3,5.5
2011-12-28,2.8,25.5,27.0,24.5,9.1,35.3,2.5
2011-12-29,0.0,25.5,27.8,24.2,9.2,32.4,3.6000000000000014
2011-12-30,0.0,26.6,30.4,24.2,10.4,31.7,6.199999999999999
2011-12-31,0.0,27.8,33.7,24.5,9.1,26.3,9.200000000000003
2012-01-01,0.0,27.76875,33.578125,24.509375,9.21875,26.75,9.068750000000001
2012-01-02,0.0,27.7375,33.456250000000004,24.51875,9.3375,27.2,8.937500000000004
2012-01-03,0.0,27.70625,33.334375,24.528125,9.456249999999999,27.650000000000002,8.806250000000002
2012-01-04,0.0,27.675,33.212500000000006,24.5375,9.575,28.1,8.675000000000004
2012-01-05,0.0,27.64375,33.090625,24.546875,9.69375,28.55,8.543750000000003
2012-01-06,0.0,27.6125,32.96875,24.55625,9.8125,29.0,8.412500000000001
2012-01-07,0.0,27.58125,32.846875000000004,24.565625,9.93125,29.450000000000003,8.281250000000004
2012-01-08,0.0,27.55,32.725,24.575,10.05,29.900000000000002,8.150000000000002
2012-01-09,0.0,27.51875,32.603125000000006,24.584375,10.16875,30.35,8.018750000000004
2012-01-10,0.0,27.4875,32.48125,24.59375,10.2875,30.8,7.887500000000003
2012-01-11,0.0,27.45625,32.359375,24.603125,10.40625,31.25,7.756250000000001
2012-01-12,0.0,27.425,32.237500000000004,24.6125,10.525,31.700000000000003,7.6250000000000036
2012-01-13,0.0,27.39375,32.115625,24.621875,10.64375,32.15,7.493750000000002
2012-01-14,0.0,27.3625,31.993750000000002,24.63125,10.7625,32.6,7.362500000000001
2012-01-15,0.0,27.33125,31.871875000000003,24.640625,10.88125,33.050000000000004,7.231250000000003
2012-01-16,0.0,27.3,31.75,24.65,11.0,33.5,7.100000000000001
2012-01-17,0.0,27.26875,31.628125,24.659375,11.11875,33.95,6.96875
2012-01-18,0.0,27.2375,31.50625,24.66875,11.2375,34.400000000000006,6.837500000000002
2012-01-19,0.0,27.20625,31.384375000000002,24.678125,11.35625,34.85,6.706250000000001
2012-01-20,0.0,27.175,31.262500000000003,24.6875,11.475,35.300000000000004,6.575000000000003
2012-01-21,0.0,27.14375,31.140625,24.696875000000002,11.59375,35.75,6.443749999999998
2012-01-22,0.0,27.1125,31.01875,24.70625,11.7125,36.2,6.3125
2012-01-23,0.0,27.08125,30.896875,24.715625,11.83125,36.650000000000006,6.181250000000002
2012-01-24,0.0,27.05,30.775000000000002,24.725,11.95,37.1,6.050000000000001
2012-01-25,0.0,27.01875,30.653125000000003,24.734375,12.06875,37.550000000000004,5.918750000000003
2012-01-26,0.0,26.9875,30.53125,24.743750000000002,12.1875,38.0,5.787499999999998
2012-01-27,0.0,26.95625,30.409375,24.753125,12.30625,38.45,5.65625
2012-01-28,0.0,26.925,30.2875,24.7625,12.425,38.900000000000006,5.525000000000002
2012-01-29,0.0,26.89375,30.165625000000002,24.771875,12.54375,39.35,5.393750000000001
2012-01-30,0.0,26.8625,30.043750000000003,24.78125,12.662500000000001,39.800000000000004,5.262500000000003
2012-01-31,0.0,26.83125,29.921875,24.790625000000002,12.78125,40.25,5.131249999999998
2012-02-01,0.0,26.8,29.8,24.8,12.9,40.7,5.0
2012-02-02,17.2,25.3,29.7,23.5,9.4,35.3,6.199999999999999
2012-02-03,0.4,24.9,27.2,24.2,7.4,26.3,3.0
2012-02-04,0.2,25.9,28.4,23.7,12.5,40.0,4.699999999999999
2012-02-05,0.8,26.9,30.6,24.5,10.1,31.7,6.100000000000001
2012-02-06,0.4,26.9,31.6,24.6,9.5,36.0,7.0
2012-02-07,0.0,27.1,32.0,24.1,9.1,36.4,7.899999999999999
2012-02-08,0.0,27.3,32.4,23.8,10.2,30.6,8.599999999999998
2012-02-09,0.0,26.7,31.5,23.6,11.3,32.0,7.899999999999999
2012-02-10,0.0,27.1,31.5,24.1,13.3,39.2,7.399999999999999
2012-02-11,0.0,27.4,32.2,24.7,12.8,43.6,7.5000000000000036
2012-02-12,1.4,27.2,31.2,25.1,12.3,34.6,6.099999999999998
2012-02-13,0.4,26.5,29.8,24.9,11.8,36.4,4.900000000000002
2012-02-14,0.0,27.3,31.5,24.8,9.9,30.2,6.699999999999999
2012-02-15,0.4,26.8,33.4,24.4,7.5,41.0,9.0
2012-02-16,4.2,27.2,33.0,24.4,8.2,40.0,8.600000000000001
2012-02-17,46.8,26.6,33.5,22.9,6.5,36.0,10.600000000000001
2012-02-18,24.2,25.1,28.2,23.0,7.5,45.7,5.199999999999999
2012-02-19,0.2,25.9,31.4,22.2,7.4,36.4,9.2
2012-02-20,16.4,26.2,30.8,24.5,9.6,29.9,6.300000000000001
2012-02-21,0.0,26.5,29.4,24.7,9.5,31.0,4.699999999999999
2012-02-22,0.0,27.1,31.4,24.7,10.2,32.4,6.699999999999999
2012-02-23,0.0,28.1,32.9,25.3,10.2,29.2,7.599999999999998
2012-02-24,0.0,28.1,32.6,25.6,10.4,34.6,7.0
2012-02-25,0.0,27.9,33.5,25.3,9.2,29.2,8.2
2012-02-26,0.4,27.5,32.2,25.4,9.2,32.4,6.800000000000004
2012-02-27,0.0,27.4,30.9,25.4,7.4,27.0,5.5
2012-02-28,0.0,27.8,33.1,24.7,9.9,37.1,8.400000000000002
2012-02-29,0.0,27.1,32.2,25.2,9.0,34.6,7.0000000000000036
2012-03-01,9.2,26.4,32.6,24.3,6.3,54.0,8.3
2012-03-02,8.6,25.2,28.2,23.8,6.3,32.8,4.399999999999999
2012-03-03,0.2,26.9,30.9,24.2,6.3,27.4,6.699999999999999
2012-03-04,0.4,28.1,33.4,25.5,6.5,22.7,7.899999999999999
2012-03-05,11.6,25.5,28.3,21.6,6.9,55.1,6.699999999999999
2012-03-06,0.8,27.8,32.3,24.7,7.0,27.7,7.599999999999998
2012-03-07,11.8,27.3,31.6,25.4,5.6,40.7,6.200000000000003
2012-03-08,37.6,26.8,30.6,24.0,9.8,35.3,6.600000000000001
2012-03-09,0.0,26.5,29.4,23.3,6.9,50.8,6.099999999999998
2012-03-10,4.2,27.4,31.7,24.9,7.6,25.2,6.800000000000001
2012-03-11,10.6,26.4,30.7,24.3,8.9,46.8,6.399999999999999
2012-03-12,0.0,25.3,27.0,24.4,12.4,40.3,2.6000000000000014
2012-03-13,26.0,26.1,30.5,24.1,8.5,41.0,6.399999999999999
2012-03-14,11.8,24.4,26.0,23.1,6.6,27.0,2.8999999999999986
2012-03-15,0.0,26.4,30.1,24.1,8.9,34.9,6.0
2012-03-16,0.0,28.0,32.5,24.9,9.0,31.3,7.600000000000001
2012-03-17,2.4,27.7,32.4,24.7,7.0,24.1,7.699999999999999
2012-03-18,14.2,26.8,32.0,23.5,6.8,42.1,8.5
2012-03-19,0.8,27.5,30.9,25.1,6.3,15.5,5.799999999999997
2012-03-20,0.0,27.8,30.8,25.4,6.8,19.8,5.400000000000002
2012-03-21,66.8,27.4,33.1,21.9,8.0,86.8,11.200000000000003
2012-03-22,0.0,27.5,32.9,25.1,7.0,35.3,7.799999999999997
2012-03-23,0.0,27.6,34.3,24.9,7.3,31.0,9.399999999999999
2012-03-24,0.0,27.7,33.3,24.6,7.2,29.2,8.699999999999996
2012-03-25,18.0,26.8,32.8,23.0,8.7,51.8,9.799999999999997
2012-03-26,2.4,27.0,30.7,24.9,7.9,40.0,5.800000000000001
2012-03-27,6.6,27.3,32.4,24.3,6.4,31.7,8.099999999999998
2012-03-28,0.0,27.0,30.6,25.5,5.3,32.0,5.100000000000001
2012-03-29,0.0,27.3,33.7,25.2,7.0,32.0,8.500000000000004
2012-03-30,25.2,26.8,30.3,24.9,7.0,29.5,5.400000000000002
2012-03-31,5.2,25.7,28.7,23.1,11.7,39.6,5.599999999999998
2012-04-01,13.4,28.4,33.2,24.8,7.5,31.3,8.400000000000002
2012-04-02,2.8,27.1,30.2,22.8,8.0,45.7,7.399999999999999
2012-04-03,7.0,27.8,31.3,25.7,5.3,28.4,5.600000000000001
2012-04-04,3.0,27.2,32.9,23.2,8.8,41.8,9.7
2012-04-05,5.8,27.5,33.3,24.9,6.5,25.6,8.399999999999999
2012-04-06,33.2,26.2,30.2,23.2,5.3,40.0,7.0
2012-04-07,40.0,26.4,33.0,24.1,5.2,43.6,8.899999999999999
2012-04-08,17.4,26.7,31.6,24.8,6.3,31.3,6.800000000000001
2012-04-09,21.2,26.1,30.3,24.2,6.5,35.3,6.100000000000001
2012-04-10,93.0,26.1,34.4,22.4,6.9,72.4,12.0
2012-04-11,0.2,26.7,30.9,24.1,6.0,26.3,6.799999999999997
2012-04-12,12.8,27.4,30.5,23.3,4.8,45.0,7.199999999999999
2012-04-13,0.0,29.1,33.9,25.2,5.8,21.2,8.7
2012-04-14,32.4,26.9,32.4,23.6,6.4,43.9,8.799999999999997
2012-04-15,0.0,27.7,32.4,23.9,6.1,22.0,8.5
2012-04-16,2.6,27.2,34.2,25.4,5.5,29.9,8.800000000000004
2012-04-17,0.0,27.4,31.9,24.8,5.9,25.9,7.099999999999998
2012-04-18,30.8,28.3,33.5,23.7,5.4,31.3,9.8
2012-04-19,0.6,26.3,31.5,24.5,5.9,23.0,7.0
2012-04-20,7.0,28.6,32.4,25.1,6.7,25.6,7.299999999999997
2012-04-21,10.4,26.7,29.4,24.4,10.8,40.3,5.0
2012-04-22,0.6,28.2,33.4,24.5,6.8,38.5,8.899999999999999
2012-04-23,0.4,27.9,33.9,24.9,5.4,25.2,9.0
2012-04-24,0.0,26.9,31.0,25.3,7.0,25.2,5.699999999999999
2012-04-25,0.0,28.4,32.6,26.0,6.4,28.1,6.600000000000001
2012-04-26,3.4,28.9,31.9,26.6,10.1,38.5,5.299999999999997
2012-04-27,0.0,29.3,33.5,24.7,7.0,39.6,8.8
2012-04-28,0.0,29.2,32.9,26.8,5.8,27.4,6.099999999999998
2012-04-29,0.0,28.6,33.2,26.6,5.4,28.1,6.600000000000001
2012-04-30,1.4,28.2,33.4,25.1,6.6,37.4,8.299999999999997
2012-05-01,20.6,27.6,33.4,25.0,5.6,29.5,8.399999999999999
2012-05-02,6.4,26.7,29.8,24.5,6.7,32.0,5.300000000000001
2012-05-03,0.0,28.4,31.8,25.7,8.7,25.2,6.100000000000001
2012-05-04,131.4,29.0,31.9,26.7,6.3,27.0,5.199999999999999
2012-05-05,0.4,26.7,30.4,21.9,8.0,75.2,8.5
2012-05-06,36.0,26.4,32.9,22.8,5.5,64.8,10.099999999999998
2012-05-07,0.2,25.6,27.7,22.6,6.8,63.0,5.099999999999998
2012-05-08,30.8,29.1,33.1,25.2,6.6,28.8,7.900000000000002
2012-05-09,4.6,27.2,34.6,22.9,6.2,55.1,11.700000000000003
2012-05-10,10.2,27.4,34.0,24.4,6.2,38.9,9.600000000000001
2012-05-11,0.8,27.9,32.1,25.1,4.8,32.4,7.0
2012-05-12,4.8,29.0,32.3,26.2,8.4,31.0,6.099999999999998
2012-05-13,0.2,27.2,29.8,23.3,10.3,62.6,6.5
2012-05-14,0.0,29.3,32.6,26.9,9.2,32.8,5.700000000000003
2012-05-15,2.2,29.2,32.9,26.6,5.3,34.6,6.299999999999997
2012-05-16,11.0,28.1,31.8,24.1,7.9,58.7,7.699999999999999
2012-05-17,0.0,26.8,29.6,23.5,6.1,49.0,6.100000000000001
2012-05-18,0.0,29.1,33.8,26.1,4.8,21.6,7.699999999999996
2012-05-19,0.0,29.7,34.7,26.6,5.6,28.1,8.100000000000001
2012-05-20,6.2,28.4,32.4,25.3,6.2,38.9,7.099999999999998
2012-05-21,2.0,28.3,33.1,25.2,4.7,22.0,7.900000000000002
2012-05-22,11.2,28.6,33.0,24.5,6.0,38.5,8.5
2012-05-23,0.0,27.6,31.2,24.5,8.4,38.9,6.699999999999999
2012-05-24,2.6,28.8,32.6,26.6,6.0,25.9,6.0
2012-05-25,0.0,28.4,31.0,25.4,6.5,24.1,5.600000000000001
2012-05-26,56.2,27.6,31.5,23.8,8.0,37.8,7.699999999999999
2012-05-27,0.0,26.9,30.6,23.0,7.0,60.8,7.600000000000001
2012-05-28,0.0,28.9,32.9,25.2,5.6,23.0,7.699999999999999
2012-05-29,2.0,28.2,31.3,26.3,7.7,32.0,5.0
2012-05-30,0.8,27.9,33.0,25.7,5.7,31.0,7.300000000000001
2012-05-31,0.8,28.0,33.5,24.7,5.7,32.4,8.8
2012-06-01,0.0,27.7,30.7,25.0,6.8,26.6,5.699999999999999
2012-06-02,0.0,28.5,31.3,26.5,4.9,24.1,4.800000000000001
2012-06-03,0.6,28.0,31.7,25.3,5.4,29.5,6.399999999999999
2012-06-04,1.4,28.7,32.6,26.8,4.6,22.7,5.800000000000001
2012-06-05,0.8,29.0,32.2,26.1,5.9,19.4,6.100000000000001
2012-06-06,0.0,28.5,31.3,25.9,11.7,41.8,5.400000000000002
2012-06-07,0.0,30.0,33.7,27.6,7.5,27.0,6.100000000000001
2012-06-08,68.0,28.4,31.3,25.1,4.0,24.5,6.199999999999999
2012-06-09,0.4,26.3,29.1,23.3,7.2,48.2,5.800000000000001
2012-06-10,0.0,29.1,33.3,26.1,6.5,29.2,7.199999999999996
2012-06-11,0.0,28.8,30.2,27.6,5.6,26.3,2.599999999999998
2012-06-12,0.0,29.2,33.0,27.6,7.5,27.4,5.399999999999999
2012-06-13,0.0,29.6,33.6,26.9,6.1,24.1,6.700000000000003
2012-06-14,0.0,30.0,33.6,27.4,7.0,29.2,6.200000000000003
2012-06-15,0.0,29.9,33.2,27.2,6.3,23.4,6.0000000000000036
2012-06-16,0.0,29.6,33.0,27.1,7.5,26.3,5.899999999999999
2012-06-17,0.0,29.6,32.8,27.3,8.7,28.1,5.4999999999999964
2012-06-18,0.0,29.8,33.1,27.1,6.9,29.2,6.0
2012-06-19,19.4,28.5,33.5,24.9,6.1,40.0,8.600000000000001
2012-06-20,0.0,28.9,32.9,26.3,5.6,24.8,6.599999999999998
2012-06-21,1.4,27.7,31.5,24.0,6.2,28.4,7.5
2012-06-22,0.0,28.6,32.8,24.9,8.6,28.1,7.899999999999999
2012-06-23,0.0,29.9,34.0,27.4,6.4,24.1,6.600000000000001
2012-06-24,0.0,29.4,33.6,26.3,6.9,45.4,7.300000000000001
2012-06-25,0.0,29.2,33.2,26.2,6.6,27.4,7.0000000000000036
2012-06-26,0.0,27.8,32.3,25.4,5.1,24.5,6.899999999999999
2012-06-27,9.0,27.2,30.5,23.8,5.4,44.6,6.699999999999999
2012-06-28,0.0,28.0,31.9,24.6,6.0,34.2,7.299999999999997
2012-06-29,0.0,28.8,32.7,26.0,5.9,24.8,6.700000000000003
2012-06-30,4.4,27.5,31.4,24.3,5.7,48.2,7.099999999999998
2012-07-01,0.0,28.3,32.4,25.8,6.8,42.5,6.599999999999998
2012-07-02,42.0,27.4,31.4,22.8,5.9,41.4,8.599999999999998
2012-07-03,31.6,26.2,30.4,23.9,6.0,43.9,6.5
2012-07-04,50.4,26.3,29.4,23.5,5.6,45.4,5.899999999999999
2012-07-05,51.2,25.9,28.9,23.4,5.3,32.0,5.5
2012-07-06,0.0,27.9,31.9,24.9,5.8,24.8,7.0
2012-07-07,7.4,27.0,31.7,24.4,5.5,39.6,7.300000000000001
2012-07-08,0.0,27.3,32.1,23.2,9.5,56.2,8.900000000000002
2012-07-09,0.0,28.4,31.5,26.8,5.9,24.8,4.699999999999999
2012-07-10,0.6,27.2,30.8,25.9,6.1,32.0,4.900000000000002
2012-07-11,0.0,27.0,29.5,25.7,5.2,27.0,3.8000000000000007
2012-07-12,0.4,28.0,31.1,25.8,6.9,27.4,5.300000000000001
2012-07-13,0.2,28.5,31.8,26.1,6.6,27.0,5.699999999999999
2012-07-14,9.0,26.1,27.9,24.3,5.4,29.2,3.599999999999998
2012-07-15,0.2,27.1,32.4,25.2,5.3,30.2,7.199999999999999
