date,daily_rainfall_total,mean_temperature,maximum_temperature,minimum_temperature,mean_wind_speed,max_wind_speed,temperature_range
2009-01-24,0.0,26.8,31.4,24.4,11.7,38.2,7.0
2009-01-25,0.8,25.9,27.8,24.4,12.7,38.2,3.400000000000002
2009-01-26,0.0,25.9,29.6,23.7,12.4,42.5,5.900000000000002
2009-01-27,0.0,26.25,30.2,23.7,10.4,38.9,6.5
2009-01-28,0.0,26.6,31.9,23.7,10.3,32.4,8.2
2009-01-29,0.0,26.3,30.0,23.9,11.3,33.5,6.100000000000001
2009-01-30,0.0,26.5,30.9,24.2,9.6,31.3,6.699999999999999
2009-01-31,0.0,26.4,29.9,24.8,11.4,41.8,5.099999999999998
2009-02-01,0.0,26.2,29.1,24.7,13.3,41.4,4.400000000000002
2009-02-02,0.0,26.7,31.0,23.8,9.9,40.7,7.199999999999999
2009-02-03,0.0,26.2,30.4,23.5,10.7,31.7,6.899999999999999
2009-02-04,2.8,26.1,30.4,23.9,8.8,41.4,6.5
2009-02-05,0.0,26.2,30.0,23.9,11.0,33.5,6.100000000000001
2009-02-06,0.0,26.3,30.4,23.7,11.6,35.3,6.699999999999999
2009-02-07,0.0,26.0,30.4,23.6,11.1,35.3,6.799999999999997
2009-02-08,0.0,26.8,31.9,23.8,11.3,32.0,8.099999999999998
2009-02-09,0.0,26.8,31.8,23.7,13.4,38.2,8.100000000000001
2009-02-10,0.0,27.1,32.0,24.0,10.8,28.1,8.0
2009-02-11,21.6,26.4,32.0,24.4,8.6,30.2,7.600000000000001
2009-02-12,0.2,27.1,32.0,24.7,6.5,31.0,7.300000000000001
2009-02-13,0.0,28.0,33.0,25.4,9.0,29.2,7.600000000000001
2009-02-14,0.0,27.8,31.9,24.9,8.1,32.4,7.0
2009-02-15,0.0,28.6,32.6,25.5,8.5,40.3,7.100000000000001
2009-02-16,22.0,27.4,33.4,26.0,8.3,38.2,7.399999999999999
2009-02-17,0.0,27.8,32.1,25.1,12.0,38.2,7.0
2009-02-18,0.0,27.4,32.4,24.6,12.2,40.0,7.799999999999997
2009-02-19,0.0,27.3,32.1,24.4,12.9,39.6,7.700000000000003
2009-02-20,0.0,27.4,32.1,24.5,11.5,36.7,7.600000000000001
2009-02-21,0.4,26.9,31.6,25.2,8.6,34.9,6.400000000000002
2009-02-22,14.6,26.1,31.7,23.1,8.5,41.4,8.599999999999998
2009-02-23,28.8,25.9,30.9,23.4,6.9,47.5,7.5
2009-02-24,7.8,25.0,27.8,23.4,6.9,29.9,4.400000000000002
2009-02-25,39.4,26.3,32.6,23.0,6.3,42.8,9.600000000000001
2009-02-26,2.0,26.0,30.6,24.2,6.6,27.4,6.400000000000002
2009-02-27,0.0,26.9,31.1,24.7,7.6,26.3,6.400000000000002
2009-02-28,8.4,26.8,33.1,24.2,6.9,40.0,8.900000000000002
2009-03-01,9.2,26.6,32.1,24.1,7.5,38.5,8.0
2009-03-02,41.2,27.0,32.9,23.9,7.4,30.2,9.0
2009-03-03,2.6,25.2,27.3,22.2,7.8,47.5,5.100000000000001
2009-03-04,10.2,27.2,34.1,24.0,6.9,36.4,10.100000000000001
2009-03-05,21.6,27.1,31.9,23.5,8.0,44.6,8.399999999999999
2009-03-06,0.0,27.7,32.8,23.5,7.4,34.2,9.299999999999997
2009-03-07,1.8,27.2,32.2,25.6,5.9,36.7,6.600000000000001
2009-03-08,0.0,27.9,33.6,24.6,7.9,31.0,9.0
2009-03-09,142.0,24.8,28.4,22.9,9.6,35.3,5.5
2009-03-10,0.0,27.0,32.2,22.7,6.5,32.0,9.500000000000004
2009-03-11,3.8,26.6,31.2,25.0,6.2,37.4,6.199999999999999
2009-03-12,1.4,27.5,34.0,24.4,7.2,31.7,9.600000000000001
2009-03-13,0.8,26.3,30.5,25.1,7.5,40.7,5.399999999999999
2009-03-14,20.4,26.1,33.6,23.9,7.4,40.0,9.700000000000003
2009-03-15,2.8,25.8,31.6,23.7,6.6,31.3,7.900000000000002
2009-03-16,5.2,25.5,28.6,24.2,5.2,25.9,4.400000000000002
2009-03-17,1.6,27.3,33.2,24.0,6.5,26.3,9.200000000000003
2009-03-18,6.0,28.1,33.5,23.3,9.4,51.5,10.2
2009-03-19,0.2,27.566666666666666,33.1,23.2,7.7,44.6,9.900000000000002
2009-03-20,6.500000000000001,27.033333333333335,32.85,23.4,6.9,29.2,9.450000000000003
2009-03-21,12.8,26.5,32.6,23.6,6.6,38.2,9.0
2009-03-22,0.0,26.2,30.4,23.1,6.3,41.4,7.299999999999997
2009-03-23,0.0,28.0,33.4,24.5,7.7,28.1,8.899999999999999
2009-03-24,7.0,26.3,29.1,23.2,7.3,55.8,5.900000000000002
2009-03-25,20.6,27.2,34.5,24.6,5.7,36.4,9.899999999999999
2009-03-26,6.8,27.6,33.4,24.9,6.1,32.8,8.5
2009-03-27,0.2,28.4,33.5,25.4,5.7,24.8,8.100000000000001
2009-03-28,0.0,27.7,31.5,25.0,7.6,31.3,6.5
2009-03-29,29.6,26.9,33.9,22.7,7.3,36.7,11.2
2009-03-30,0.2,27.1,31.6,24.7,8.6,28.8,6.900000000000002
2009-03-31,0.0,27.7,32.1,25.1,6.1,26.6,7.0
2009-04-01,0.0,28.1,32.6,25.1,8.3,32.4,7.5
2009-04-02,0.0,28.6,33.1,25.8,8.3,33.8,7.300000000000001
2009-04-03,0.0,28.7,33.2,25.8,10.1,31.3,7.400000000000002
2009-04-04,0.6,28.6,32.1,26.1,8.8,32.0,6.0
2009-04-05,15.2,26.4,30.8,24.7,5.7,38.5,6.100000000000001
2009-04-06,1.2,26.8,31.3,25.0,5.4,34.6,6.300000000000001
2009-04-07,0.0,27.3,30.9,24.9,4.5,19.4,6.0
2009-04-08,0.2,28.6,32.0,25.1,9.4,34.6,6.899999999999999
2009-04-09,0.2,27.6,30.9,26.1,8.0,32.0,4.799999999999997
2009-04-10,33.4,26.7,32.2,23.9,6.4,37.1,8.300000000000004
2009-04-11,16.0,26.7,34.1,24.3,5.4,33.5,9.8
2009-04-12,8.0,26.2,28.3,23.9,6.0,25.2,4.400000000000002
2009-04-13,0.0,27.0,32.4,23.7,5.6,37.8,8.7
2009-04-14,0.0,28.9,34.4,25.3,6.0,27.4,9.099999999999998
2009-04-15,21.2,27.5,29.2,24.1,8.2,39.2,5.099999999999998
2009-04-16,0.0,27.7,29.8,25.8,5.5,25.9,4.0
2009-04-17,0.0,29.5,34.6,25.8,6.1,24.1,8.8
2009-04-18,0.0,29.9,35.1,26.4,6.8,27.0,8.700000000000003
2009-04-19,0.0,29.1,34.2,25.8,6.5,27.4,8.400000000000002
2009-04-20,10.8,28.1,30.5,25.5,9.3,36.0,5.0
2009-04-21,0.0,28.5,32.2,24.5,10.3,41.4,7.700000000000003
2009-04-22,6.6,29.5,32.6,24.3,12.1,77.8,8.3
2009-04-23,0.0,29.0,33.2,23.9,11.2,43.6,9.300000000000004
2009-04-24,0.0,29.5,32.6,26.3,10.4,38.2,6.300000000000001
2009-04-25,0.0,30.1,33.2,27.7,6.3,32.0,5.5000000000000036
2009-04-26,5.8,27.6,33.0,23.8,6.6,52.9,9.2
2009-04-27,0.0,29.4,34.7,25.2,4.9,23.4,9.500000000000004
2009-04-28,16.8,26.7,30.3,24.8,6.1,40.3,5.5
2009-04-29,1.0,28.3,33.4,24.7,5.3,41.0,8.7
2009-04-30,11.8,27.0,29.0,23.7,7.4,32.8,5.300000000000001
2009-05-01,0.0,28.7,33.5,25.8,7.4,28.4,7.699999999999999
2009-05-02,15.8,28.3,31.2,26.1,9.3,32.8,5.099999999999998
2009-05-03,3.6,28.1,31.2,23.0,12.1,62.6,8.2
2009-05-04,2.2,27.6,29.9,25.1,10.0,37.8,4.799999999999997
2009-05-05,16.8,29.0,31.8,26.2,8.1,34.2,5.600000000000001
2009-05-06,1.2,28.0,31.0,21.8,9.7,59.8,9.2
2009-05-07,0.0,29.2,32.7,25.0,9.3,37.1,7.700000000000003
2009-05-08,5.6,29.1,32.5,24.8,6.1,33.8,7.699999999999999
2009-05-09,0.2,28.2,31.5,24.2,8.7,47.5,7.300000000000001
2009-05-10,2.8,28.8,32.8,26.0,6.0,29.5,6.799999999999997
2009-05-11,0.0,27.1,32.5,24.9,6.3,27.4,7.600000000000001
2009-05-12,0.0,28.2,31.1,25.0,6.8,25.9,6.100000000000001
2009-05-13,1.2,29.0,32.9,26.2,9.6,32.0,6.699999999999999
2009-05-14,0.2,28.5,32.3,24.5,7.7,36.0,7.799999999999997
2009-05-15,39.6,27.8,34.0,24.1,5.6,34.2,9.899999999999999
2009-05-16,0.2,27.6,33.7,25.7,5.5,34.2,8.000000000000004
2009-05-17,0.0,29.0,33.6,25.0,6.8,25.6,8.600000000000001
2009-05-18,2.0,26.5,29.5,24.5,5.5,35.6,5.0
2009-05-19,0.0,28.8,33.6,25.3,5.7,23.0,8.3
2009-05-20,0.0,29.5,33.4,26.3,6.8,25.2,7.099999999999998
2009-05-21,62.8,28.5,33.1,24.3,7.2,45.4,8.8
2009-05-22,0.0,29.5,34.2,25.2,5.6,27.7,9.000000000000004
2009-05-23,25.6,27.8,32.7,24.1,7.4,38.2,8.600000000000001
2009-05-24,0.0,29.3,34.2,25.5,6.6,25.2,8.700000000000003
2009-05-25,0.0,30.0,34.7,26.4,7.5,31.0,8.300000000000004
2009-05-26,22.6,27.1,31.0,24.5,7.5,65.9,6.5
2009-05-27,0.0,29.0,33.1,25.6,5.3,21.2,7.5
2009-05-28,0.8,28.8,33.1,27.0,7.2,44.3,6.100000000000001
2009-05-29,0.0,28.5,33.5,26.0,6.4,28.4,7.5
2009-05-30,2.4,28.3,32.4,23.9,7.8,55.8,8.5
2009-05-31,0.0,29.2,33.6,25.9,9.5,33.5,7.700000000000003
2009-06-01,0.0,29.9,34.2,26.5,7.8,23.0,7.700000000000003
2009-06-02,0.8,30.4,34.6,27.8,6.1,24.1,6.800000000000001
2009-06-03,3.2,28.2,31.0,24.3,7.8,38.9,6.699999999999999
2009-06-04,0.0,28.4,31.8,24.8,7.2,43.9,7.0
2009-06-05,0.0,30.2,33.8,27.8,7.1,30.6,5.9999999999999964
2009-06-06,0.0,30.3,34.2,27.8,5.9,23.8,6.400000000000002
2009-06-07,13.4,27.6,32.4,24.7,5.6,55.1,7.699999999999999
2009-06-08,0.0,29.1,33.0,25.6,6.0,29.2,7.399999999999999
2009-06-09,0.0,30.1,33.7,27.6,5.1,23.8,6.100000000000001
2009-06-10,0.0,30.6,34.6,27.8,6.2,23.0,6.800000000000001
2009-06-11,0.0,30.1,34.7,26.6,7.1,27.0,8.100000000000001
2009-06-12,1.8,28.6,34.3,25.9,7.0,40.3,8.399999999999999
2009-06-13,16.6,27.6,31.6,23.7,6.5,41.4,7.900000000000002
2009-06-14,0.0,28.4,32.4,24.8,5.6,28.1,7.599999999999998
2009-06-15,0.0,28.6,31.6,26.1,7.2,37.8,5.5
2009-06-16,0.0,28.8,31.3,26.8,6.5,28.8,4.5
2009-06-17,0.0,30.3,33.9,27.9,6.6,26.3,6.0
2009-06-18,0.0,30.2,34.2,27.0,7.0,29.9,7.200000000000003
2009-06-19,0.0,29.8,32.9,27.7,6.3,32.4,5.199999999999999
2009-06-20,9.6,29.3,33.7,25.0,6.5,45.7,8.700000000000003
2009-06-21,11.0,28.4,33.2,25.8,5.1,27.0,7.400000000000002
2009-06-22,0.2,28.4,31.8,25.6,5.2,21.6,6.199999999999999
2009-06-23,21.6,27.8,32.4,25.6,5.2,28.1,6.799999999999997
2009-06-24,2.4,26.1,27.7,25.2,7.5,36.7,2.5
2009-06-25,0.0,28.8,33.2,25.0,6.8,21.2,8.200000000000003
2009-06-26,0.0,28.8,34.1,25.9,5.4,28.1,8.200000000000003
2009-06-27,0.0,27.8,32.3,24.7,5.9,37.8,7.599999999999998
2009-06-28,10.6,28.2,32.1,25.6,4.8,34.2,6.5
2009-06-29,0.8,27.5,32.2,24.4,7.3,30.2,7.800000000000004
2009-06-30,0.0,28.6,33.2,24.5,6.8,27.7,8.700000000000003
2009-07-01,6.8,28.3,32.4,25.8,5.7,32.0,6.599999999999998
2009-07-02,11.6,27.1,32.0,23.9,5.3,56.9,8.100000000000001
2009-07-03,0.0,28.7,32.9,24.7,5.4,30.6,8.2
2009-07-04,0.0,29.5,33.7,27.2,7.8,44.3,6.5000000000000036
2009-07-05,29.8,26.6,31.6,23.4,7.4,34.9,8.200000000000003
2009-07-06,0.0,26.4,30.1,23.8,6.4,35.3,6.300000000000001
2009-07-07,1.4,27.1,31.4,24.6,4.8,36.4,6.799999999999997
2009-07-08,0.6,27.2,32.3,24.4,5.3,36.0,7.899999999999999
2009-07-09,3.4,27.6,33.6,25.5,4.8,26.3,8.100000000000001
2009-07-10,8.0,27.0,31.8,24.7,5.9,40.0,7.100000000000001
2009-07-11,0.0,27.3,31.0,25.0,10.2,47.5,6.0
2009-07-12,0.0,27.5,30.4,24.4,10.9,45.7,6.0
2009-07-13,0.0,28.9,32.1,26.4,7.4,35.6,5.700000000000003
2009-07-14,4.6,28.9,31.9,26.9,6.9,27.0,5.0
2009-07-15,0.8,27.3,30.2,22.5,5.7,50.4,7.699999999999999
2009-07-16,0.0,29.0,31.6,27.0,6.8,34.9,4.600000000000001
2009-07-17,0.0,29.3,32.1,27.6,6.3,31.0,4.5
2009-07-18,0.8,28.9,32.5,27.4,5.8,27.4,5.100000000000001
2009-07-19,1.2,28.2,31.6,26.0,6.3,32.8,5.600000000000001
2009-07-20,0.0,29.5,33.7,26.7,5.6,26.3,7.0000000000000036
2009-07-21,2.0,29.8,33.5,27.5,7.5,28.8,6.0
2009-07-22,18.6,26.6,29.1,22.5,6.5,50.0,6.600000000000001
2009-07-23,4.0,29.0,32.9,25.3,6.1,29.9,7.599999999999998
2009-07-24,0.2,27.2,29.2,23.8,6.7,47.5,5.399999999999999
2009-07-25,0.0,28.9,32.2,26.0,5.6,25.9,6.200000000000003
2009-07-26,0.0,28.3,31.9,24.1,8.6,45.7,7.799999999999997
2009-07-27,9.2,26.5,30.4,22.6,7.1,59.4,7.799999999999997
2009-07-28,0.0,28.0,33.1,23.4,6.7,33.1,9.700000000000003
2009-07-29,0.0,29.0,32.3,26.8,7.1,33.1,5.4999999999999964
2009-07-30,0.0,28.5,32.2,24.9,7.2,29.5,7.300000000000004
2009-07-31,0.0,28.8,32.8,24.9,6.2,29.5,7.899999999999999
2009-08-01,0.0,28.9,31.7,26.5,6.5,28.8,5.199999999999999
2009-08-02,0.0,29.2,32.4,27.0,6.4,29.9,5.399999999999999
2009-08-03,0.0,29.2,32.9,26.8,7.1,31.3,6.099999999999998
2009-08-04,0.0,29.3,33.0,27.0,6.5,27.4,6.0
2009-08-05,1.2,28.1,30.9,26.6,6.1,40.3,4.299999999999997
2009-08-06,0.0,29.4,33.6,24.4,5.7,29.2,9.200000000000003
2009-08-07,0.0,29.0,32.3,27.0,6.4,40.7,5.299999999999997
2009-08-08,0.0,29.0,32.5,25.6,6.3,29.5,6.899999999999999
2009-08-09,0.2,29.3,33.1,27.4,7.0,27.7,5.700000000000003
2009-08-10,0.0,26.9,30.1,23.7,6.9,50.4,6.400000000000002
2009-08-11,0.4,28.9,33.2,26.2,6.2,25.9,7.0000000000000036
2009-08-12,0.0,29.3,33.0,27.3,9.8,36.4,5.699999999999999
2009-08-13,0.0,29.7,33.6,27.4,8.7,33.5,6.200000000000003
2009-08-14,0.0,28.9,33.0,26.1,7.8,38.5,6.899999999999999
2009-08-15,2.8,26.8,30.6,25.4,5.6,43.6,5.200000000000003
2009-08-16,3.6,27.7,33.1,25.1,5.7,33.1,8.0
2009-08-17,8.4,27.1,30.7,24.9,4.5,33.1,5.800000000000001
2009-08-18,0.0,28.8,33.1,25.4,8.4,37.4,7.700000000000003
2009-08-19,0.0,29.1,33.0,26.0,6.3,27.7,7.0
2009-08-20,3.0,27.5,32.7,23.3,6.3,43.9,9.400000000000002
2009-08-21,0.6,26.6,30.7,23.7,4.8,38.9,7.0
2009-08-22,8.2,28.8,33.3,24.7,5.9,26.3,8.599999999999998
2009-08-23,0.0,26.3,29.6,23.2,7.0,38.2,6.400000000000002
2009-08-24,16.2,27.7,31.0,24.3,9.7,43.9,6.699999999999999
2009-08-25,0.0,27.5,31.4,22.7,10.4,47.5,8.7
2009-08-26,0.4,27.5,31.4,24.4,5.2,39.6,7.0
2009-08-27,37.0,26.2,28.2,23.6,9.8,33.1,4.599999999999998
2009-08-28,0.0,26.7,30.6,23.2,11.4,48.6,7.400000000000002
2009-08-29,0.0,28.9,32.5,26.2,6.7,30.2,6.300000000000001
2009-08-30,7.8,26.2,28.3,24.1,7.0,47.5,4.199999999999999
2009-08-31,0.4,27.5,31.6,25.2,5.4,24.8,6.400000000000002
2009-09-01,24.0,25.3,29.9,23.5,9.5,49.0,6.399999999999999
2009-09-02,0.0,27.8,32.6,23.8,5.0,24.5,8.8
2009-09-03,1.4,28.9,32.7,26.5,7.1,29.9,6.200000000000003
2009-09-04,4.0,28.5,31.2,26.2,5.4,29.2,5.0
2009-09-05,0.0,28.3,32.1,24.9,7.7,41.4,7.200000000000003
2009-09-06,1.0,26.6,28.0,24.4,5.0,40.7,3.6000000000000014
2009-09-07,0.0,28.5,31.8,25.9,6.0,25.9,5.900000000000002
2009-09-08,0.0,29.1,31.9,27.4,5.1,20.9,4.5
2009-09-09,0.0,29.8,33.4,27.7,5.6,31.3,5.699999999999999
2009-09-10,3.4,29.2,32.6,26.1,5.7,30.2,6.5
2009-09-11,4.6,27.4,31.3,26.0,4.7,27.4,5.300000000000001
2009-09-12,0.0,29.2,33.3,26.0,6.3,30.6,7.299999999999997
2009-09-13,3.8,29.3,33.3,26.6,7.0,46.8,6.699999999999996
2009-09-14,0.0,29.5,34.1,25.8,6.1,24.5,8.3
2009-09-15,0.0,29.5,33.2,26.9,5.3,30.2,6.300000000000004
2009-09-16,8.2,28.9,34.3,24.9,6.0,37.1,9.399999999999999
2009-09-17,0.0,27.3,30.1,26.1,7.3,30.2,4.0
2009-09-18,8.2,26.1,29.4,23.1,4.7,39.2,6.299999999999997
2009-09-19,5.4,25.8,28.4,23.5,5.6,31.3,4.899999999999999
2009-09-20,0.0,28.6,33.1,25.0,5.0,29.9,8.100000000000001
2009-09-21,0.2,27.6,32.9,24.8,6.6,28.1,8.099999999999998
2009-09-22,0.0,27.5,30.9,24.8,6.6,32.8,6.099999999999998
2009-09-23,0.2,28.5,32.0,25.4,6.3,31.3,6.600000000000001
2009-09-24,1.0,27.5,31.2,23.5,8.7,54.4,7.699999999999999
2009-09-25,0.0,29.0,32.5,26.1,7.1,33.5,6.399999999999999
2009-09-26,0.0,29.6,33.1,25.9,6.9,35.6,7.200000000000003
2009-09-27,0.0,29.3,32.9,27.1,6.2,28.8,5.799999999999997
2009-09-28,0.0,29.7,33.5,27.4,5.9,33.1,6.100000000000001
2009-09-29,1.8,28.5,31.2,25.3,11.4,44.6,5.899999999999999
2009-09-30,0.4,28.8,32.6,24.3,7.1,40.0,8.3
2009-10-01,0.0,27.8,29.7,25.2,7.6,42.8,4.5
2009-10-02,0.0,28.7,33.5,26.4,7.0,33.1,7.100000000000001
2009-10-03,2.6,26.8,31.5,24.8,7.3,55.8,6.699999999999999
2009-10-04,0.0,27.4,32.4,24.4,7.8,40.0,8.0
2009-10-05,0.6,27.5,30.4,25.5,9.2,43.9,4.899999999999999
2009-10-06,0.0,27.7,29.9,24.1,7.5,41.4,5.799999999999997
2009-10-07,0.0,29.0,33.2,24.7,5.3,37.4,8.500000000000004
2009-10-08,16.6,26.8,30.6,22.2,5.7,50.8,8.400000000000002
2009-10-09,0.0,29.2,33.4,25.1,6.0,32.4,8.299999999999997
2009-10-10,12.8,27.9,31.6,24.0,5.5,59.4,7.600000000000001
2009-10-11,0.0,29.5,33.2,26.2,6.2,29.9,7.0000000000000036
2009-10-12,3.2,27.4,31.4,25.5,6.2,37.8,5.899999999999999
2009-10-13,0.0,27.6,31.5,25.3,6.2,28.4,6.199999999999999
2009-10-14,2.4,27.1,31.4,25.3,4.9,33.8,6.099999999999998
2009-10-15,21.6,26.7,32.9,23.6,4.7,43.9,9.299999999999997
2009-10-16,13.4,27.8,32.3,22.9,5.8,47.5,9.399999999999999
2009-10-17,0.0,28.9,33.8,25.7,6.7,27.4,8.099999999999998
2009-10-18,0.0,29.0,33.1,26.1,7.1,31.7,7.0
2009-10-19,0.0,29.6,34.3,26.0,5.4,25.9,8.299999999999997
2009-10-20,0.0,29.2,33.1,26.7,5.7,33.8,6.400000000000002
2009-10-21,0.0,28.6,32.2,25.6,8.2,31.7,6.600000000000001
2009-10-22,0.6,28.2,30.8,25.9,5.5,22.3,4.900000000000002
2009-10-23,30.4,27.4,32.4,24.3,6.2,32.4,8.099999999999998
2009-10-24,0.0,28.8,33.5,25.5,5.9,25.6,8.0
2009-10-25,3.8,27.6,31.1,24.7,8.0,38.2,6.400000000000002
2009-10-26,0.0,28.5,33.0,24.9,6.8,28.4,8.100000000000001
2009-10-27,0.0,28.0,31.4,25.5,6.4,35.3,5.899999999999999
2009-10-28,1.0,26.9,31.8,25.1,5.0,19.4,6.699999999999999
2009-10-29,0.0,27.3,31.4,24.6,7.9,27.4,6.799999999999997
2009-10-30,49.4,27.5,32.1,25.3,5.6,38.2,6.800000000000001
2009-10-31,1.6,26.3,31.5,22.8,7.0,45.4,8.7
2009-11-01,0.0,27.7,33.0,25.1,6.6,30.2,7.899999999999999
2009-11-02,19.6,27.2,32.9,24.4,5.1,29.2,8.5
2009-11-03,0.2,27.9,34.9,25.2,6.1,40.7,9.7
2009-11-04,3.4,27.7,31.1,25.4,10.2,49.0,5.700000000000003
2009-11-05,66.4,25.8,31.0,23.8,6.6,38.5,7.199999999999999
2009-11-06,0.0,26.8,31.1,24.6,5.6,23.0,6.5
2009-11-07,0.2,27.6,33.1,24.6,6.1,25.2,8.5
2009-11-08,0.0,28.5,33.1,25.5,7.9,33.5,7.600000000000001
2009-11-09,0.2,26.7,28.8,25.5,6.5,28.1,3.3000000000000007
2009-11-10,3.6,26.4,31.3,24.8,6.6,40.3,6.5
2009-11-11,0.2,27.6,32.6,24.5,6.3,45.4,8.100000000000001
2009-11-12,7.0,27.1,30.9,25.5,5.1,33.5,5.399999999999999
2009-11-13,13.2,25.6,29.9,23.9,7.1,32.4,6.0
2009-11-14,0.0,25.7,30.0,23.3,7.0,40.7,6.699999999999999
2009-11-15,4.4,26.7,32.5,24.1,7.3,35.3,8.399999999999999
2009-11-16,34.0,25.6,28.7,23.6,7.6,29.2,5.099999999999998
2009-11-17,0.2,27.2,33.1,23.6,8.2,33.1,9.5
2009-11-18,36.2,26.7,30.6,23.0,6.6,41.8,7.600000000000001
2009-11-19,71.4,25.3,30.6,23.6,8.0,50.0,7.0
2009-11-20,0.0,25.8,29.5,23.5,7.6,28.8,6.0
2009-11-21,1.2,26.7,31.9,24.0,9.5,49.3,7.899999999999999
2009-11-22,0.0,27.1,30.5,25.2,15.9,48.6,5.300000000000001
2009-11-23,0.0,26.8,28.9,25.1,10.9,38.2,3.799999999999997
2009-11-24,0.0,27.8,31.1,25.6,12.0,45.0,5.5
2009-11-25,0.0,28.3,32.9,25.4,9.6,43.6,7.5
2009-11-26,0.0,28.0,34.1,25.0,8.8,31.7,9.100000000000001
2009-11-27,10.4,27.6,32.9,24.5,8.9,51.1,8.399999999999999
2009-11-28,0.8,27.6,32.5,25.6,9.0,34.6,6.899999999999999
2009-11-29,0.0,26.7,29.4,24.9,11.1,43.2,4.5
2009-11-30,0.0,26.4,27.7,25.3,8.2,30.2,2.3999999999999986
2009-12-01,0.0,27.6,31.3,24.8,7.6,33.5,6.5
2009-12-02,0.0,26.8,31.0,24.8,6.7,24.8,6.199999999999999
2009-12-03,0.4,26.4,28.1,25.0,7.3,23.8,3.1000000000000014
2009-12-04,11.6,25.6,29.1,24.1,7.5,26.3,5.0
2009-12-05,18.6,25.4,28.7,24.3,6.1,27.4,4.399999999999999
2009-12-06,0.6,25.9,29.4,24.3,7.3,34.2,5.099999999999998
2009-12-07,10.6,26.6,30.1,24.1,10.2,48.6,6.0
2009-12-08,0.0,27.4,31.4,24.9,12.3,38.2,6.5
2009-12-09,0.2,27.0,30.6,25.0,10.2,37.4,5.600000000000001
2009-12-10,0.0,27.4,31.1,25.2,12.8,39.6,5.900000000000002
2009-12-11,0.0,27.3,31.2,24.8,12.5,36.7,6.399999999999999
2009-12-12,0.0,27.3,31.5,24.8,12.3,38.2,6.699999999999999
2009-12-13,5.4,27.2,31.0,24.5,9.3,34.6,6.5
2009-12-14,0.0,27.6,31.1,25.9,10.5,34.9,5.200000000000003
2009-12-15,1.8,27.6,32.9,25.7,7.6,32.0,7.199999999999999
2009-12-16,5.8,27.2,32.0,24.9,8.4,34.2,7.100000000000001
2009-12-17,12.4,26.4,29.3,24.7,5.6,34.6,4.600000000000001
2009-12-18,0.0,26.9,29.6,25.0,7.2,25.6,4.600000000000001
2009-12-19,9.2,25.5,28.0,24.3,7.9,31.0,3.6999999999999993
2009-12-20,0.0,26.4,29.9,24.3,10.4,40.3,5.599999999999998
2009-12-21,4.0,26.8,29.9,25.0,13.5,54.4,4.899999999999999
2009-12-22,1.2,26.6,29.8,24.7,12.6,51.1,5.100000000000001
2009-12-23,4.0,27.1,29.6,25.4,12.6,42.1,4.200000000000003
2009-12-24,5.6,25.5,26.4,24.8,10.3,33.5,1.5999999999999979
2009-12-25,0.0,27.0,31.0,24.5,6.3,32.4,6.5
2009-12-26,5.4,26.0,31.0,24.6,7.2,32.0,6.399999999999999
2009-12-27,2.2,26.1,29.7,24.5,9.8,37.4,5.199999999999999
2009-12-28,1.0,26.4,29.0,24.4,8.4,30.2,4.600000000000001
2009-12-29,0.0,27.0,30.4,25.0,8.6,25.9,5.399999999999999
2009-12-30,0.0,27.0,30.1,25.1,8.6,25.2,5.0
2009-12-31,0.0,27.2,30.6,25.0,10.6,35.6,5.600000000000001
2010-01-01,6.8,26.9,31.9,25.0,7.2,24.8,6.899999999999999
2010-01-02,0.6,27.0,31.5,24.5,6.2,24.5,7.0
2010-01-03,7.0,27.4,31.7,25.5,8.5,32.0,6.199999999999999
2010-01-04,0.2,26.1,29.6,23.1,8.7,44.3,6.5
2010-01-05,0.0,27.2,33.3,24.4,8.8,33.5,8.899999999999999
2010-01-06,12.4,27.7,31.7,25.8,9.0,32.4,5.899999999999999
2010-01-07,2.0,25.7,28.4,22.8,9.3,51.1,5.599999999999998
2010-01-08,2.8,26.4,30.4,23.9,10.8,45.7,6.5
2010-01-09,0.0,26.9,30.6,24.7,11.5,38.5,5.900000000000002
2010-01-10,0.0,27.0,31.7,24.1,8.1,28.8,7.599999999999998
2010-01-11,0.0,27.3,31.9,24.1,8.9,29.2,7.799999999999997
2010-01-12,0.0,27.0,31.7,24.6,9.7,38.9,7.099999999999998
2010-01-13,0.0,26.7,29.7,25.2,10.4,38.9,4.5
2010-01-14,0.0,26.8,29.8,25.1,12.2,43.6,4.699999999999999
2010-01-15,0.0,26.6,29.8,24.5,12.7,42.8,5.300000000000001
2010-01-16,0.0,27.0,30.1,24.7,11.6,36.7,5.400000000000002
2010-01-17,0.0,27.3,31.3,24.6,13.6,37.4,6.699999999999999
2010-01-18,0.0,26.8,30.8,24.9,12.6,47.5,5.900000000000002
2010-01-19,0.0,27.1,32.0,24.6,7.5,37.1,7.399999999999999
2010-01-20,0.2,27.4,33.1,24.8,7.8,29.2,8.3
2010-01-21,39.0,27.2,31.3,23.6,9.4,30.6,7.699999999999999
2010-01-22,24.0,26.2,30.6,21.6,7.9,49.3,9.0
2010-01-23,0.0,27.6,31.6,24.8,12.0,34.9,6.800000000000001
2010-01-24,0.0,27.4,31.6,25.2,12.5,37.4,6.400000000000002
